,,,,,,,,
001_165,A211,"Companies that employ young people perform better than those that employ people of different ages 
", , , , , ,V168 Companies that employ young people perform better than those that employ people of different ages
001_166,A212,"Old people have too much political influence 
", , , , , ,V169 Old people have too much political influence
001_167,A213,"I see myself as someone who: is reserved 
", , , , , ,V160A I see myself as someone who: is reserved
001_168,A214,"I see myself as someone who: is generally trusting 
", , , , , ,V160B I see myself as someone who: is generally trusting
001_169,A215,"I see myself as someone who: tends to be lazy 
", , , , , ,V160C I see myself as someone who: tends to be lazy
001_170,A216,"I see myself as someone who: is relaxed, handles stress well 
", , , , , ,"V160D I see myself as someone who: is relaxed, handles stress well"
001_171,A217,"I see myself as someone who: has few artistic interests 
", , , , , ,V160E I see myself as someone who: has few artistic interests
001_172,A218,"I see myself as someone who: is outgoing, sociable 
", , , , , ,"V160F I see myself as someone who: is outgoing, sociable"
001_173,A219,"I see myself as someone who: tends to find fault with others 
", , , , , ,V160G I see myself as someone who: tends to find fault with others
001_174,A220,"I see myself as someone who: does a thorough job 
", , , , , ,V160H I see myself as someone who: does a thorough job
001_175,A221,"I see myself as someone who: gets nervous easily 
", , , , , ,V160I I see myself as someone who: gets nervous easily
001_176,A222,"I see myself as someone who: has an active imagination 
", , , , , ,V160J I see myself as someone who: has an active imagination
002,,"Environment 
", , , ,,, 
002_001,B001,"Would give part of my income for the environment 
", ,v12 Would give part of my income for the environment, ,v33 Would give part of my income for environment,V105 Would give part of my income for environment, 
002_002,B002,"Increase in taxes if used to prevent environmental pollution 
", ,v13 Increase in taxes if used to prevent environmental pollution,V38 Environment: I would agree to an increase in taxes if the extra money were used to prevent environmental damage,v34 Increase in taxes if extra money used to prevent environmental pollution,V106 Increase in taxes if extra money used to prevent environment, 
002_003,B003,"Government should reduce environmental pollution 
", ,v14 Government should reduce environmental pollution, ,v35 Government should reduce environmental pollution,V107 Government should reduce environmental pollution, 
002_004,B004,"Would buy things at a 20% higher price if it helped to protect environment 
", , ,V39 Environment: I would buy things at a 20% higher price if it helped to protect the environment, , , 
002_005,B005,"All talk about the environment make people anxious 
", ,v15 All talk about the environment make people anxious, , , , 
002_006,B006,"Combatting unemployment, we have to accept environmental problems 
", ,"v16 Combatting unemployment, we have to accept environmental problems", , , , 
002_007,B007,"Protecting environment and fighting pollution is less urgent than suggested 
", ,v17 Protecting environment and fighting pollution is less urgent than suggested, , , , 
002_008,B008,"Protecting environment vs. Economic growth 
", , ,V41 Environment vs economic growth,v36 Environment and economic growth,V104 Environmental vs. Economic growth,V81 Protecting environment vs. Economic growth
002_009,B009,"Human & nature 
", , ,V49 Human beings should master nature vs coexist with nature,v37 Human & nature, , 
002_010,B010,"[Country]s environmental problems can be solved without any international agreements to handle them 
", , ,V40 Environment: Environmental problems can be solved without any international agreements to handle them, , , 
002_011,B011,"Environmental action: chosen products that are better for environment 
", , ,V42 Environmental action: Chosen products that are better for environment, , , 
002_012,B012,"Environmental action: recycle 
", , ,V43 Environmental action: Recycle something rather than throw it away, , , 
002_013,B013,"Environmental action: reduce water consumption 
", , ,V44 Environmental action: Reduce water consumption for environmental reasons, , , 
002_014,B014,"Environmental action: attend meeting, signed petition 
", , ,"V45 Environmental action: Attend meeting, signed petition aimed at protecting the environment", , , 
002_015,B015,"Environmental action: contributed to environmental organization 
", , ,V46 Environmental action: Have you contributed to an environmental organization, , , 
002_016,B016,"Tradition vs. high economic growth 
", , ,V47 Tradition vs high technology, , , 
002_017,B017,"Humanity has a bright or bleak future 
", , ,V50 Humanity has a bright future vs Humanity has a bleak future, , , 
002_018,B018,"Environmental problems in your community: Poor water quality. 
", , , , ,V108 Environmental problems in your community: Poor water quality, 
002_019,B019,"Environmental problems in your community: Poor air quality. 
", , , , ,V109 Environmental problems in your community: Poor air quality., 
002_020,B020,"Environmental problems in your community: Poor sewage and sanitation. 
", , , , ,V110 Environmental problems in your community: Poor sewage and sa, 
002_021,B021,"Environmental problems in the world: Global warming or the greenhouse effect. 
", , , , ,V111 Environmental problems in the world: Global warming or the g, 
002_022,B022,"Environmental problems in the world: Loss of plant or animal species or biodiversity. 
", , , , ,V112 Environmental problems in the world: Loss of plant or animal, 
002_023,B023,"Environmental problems in the world: Pollution of rivers, lakes and oceans. 
", , , , ,"V113 Environmental problems in the world: Pollution of rivers, la", 
002_030,b030,"Past two years: given money to ecological organization 
", , , , , ,V82 Past two years: given money to ecological organization
002_031,b031,"Past two years: participated in demonstration for environment 
", , , , , ,V83 Past two years: participated in demonstration for environment
003,,"Work 
", , , ,,, 
003_001,C001,"Jobs scarce: Men should have more right to a job than women 
", ,v128 Jobs scarce: Men should have more right to a job than women,"V61 Unemployment: When jobs are scarce, men should have more right to a job than women",v78 When job are scarce men should have more right to a job than women,V44 When jobs are scare men should have more right to a job tha,"V45 When jobs are scarce, men should have more right to a job than women"
003_002,C002,"Jobs scarce: Employers should give priority to (nation) people than immigrants 
", ,v130 Jobs scarce: Employers should give priority to (nation) people than immigrants,V63 Unemployment: Jobs for our nationality,v79 Employers should give priority to (nation) people than immigrants,V45 Employers should give priority to (nation) people than immig,"V46 When jobs are scarce, employers should give priority to people of this country over immigrants."
003_004,C004,"Jobs scarce: older people should be forced to retire 
", ,v129 Jobs scarce: older people should be forced to retire,"V62 Unemployment: When jobs are scarce, older people should be forced to retire from work early", , , 
003_005,C005,"Unfair to give work to handicapped people when able bodied people can´t find jobs 
", ,v131 Unfair to give work to handicapped people when able bodied people can´t find jobs, , , , 
003_006,C006,"Satisfaction with financial situation of household 
",v64 Satisfaction with financial situation of household,v132 Satisfaction with financial situation of household,V64 Financial satisfaction,v80 Satisfied or dissatisfied with the financial situation of your household,V68 Satisfaction with the financial situation of household,V59 Satisfaction with financial situation of household
003_008,C008,"Work compared with Leisure 
", , ,V72 Work vs leisure,v83 Weight you place on work, , 
003_009,C009,"First choice, if looking for a job 
", , ,v73 important in job 1,"v84 Place first, if  looking for a job","V48 First choice, if looking for a job", 
003_010,C010,"Second choice if looking for a job 
", , ,V74 important in job 2,v85 Second choice if looking for a job,V49 Second choice if looking for a job, 
003_011,C011,"Important in a job: good pay 
",v75 Important in a job: good pay,v99 Important in a job: good pay,V75 Job: Good pay,v86 Important in a job: good pay, , 
003_012,C012,"Important in a job: not too much pressure 
",v76 Important in a job: not too much pressure,v101 Important in a job: not too much pressure,V76 Job: Not too much pressure,v87 Important in job: Not too much pressure, , 
003_013,C013,"Important in a job: good job security 
",v77 Important in a job: good job security,v102 Important in a job: good job security,V77 Job: Good job security,v88 Important in job: Good job security, , 
003_014,C014,"Important in a job: a respected job 
",v78 Important in a job: a respected job,v104 Important in a job: a respected job,V78 Job: A job respected by people in general,v89 Important in job: A job respected, , 
003_015,C015,"Important in a job: good hours 
",v79 Important in a job: good hours,v105 Important in a job: good hours,V79 Job: Good hours,v90 Important in job: Good hours, , 
003_016,C016,"Important in a job: an opportunity to use initiative 
",v80 Important in a job: an opportunity to use initiative,v106 Important in a job: an opportunity to use initiative,V80 Job: An opportunity to use initiative,v91 Important in job: An opportunity to use initiative, , 
003_017,C017,"Important in a job: generous holidays 
",v81 Important in a job: generous holidays,v108 Important in a job: generous holidays,V81 Job: Generous holidays,v92 Important in job: Generous holidays, , 
003_018,C018,"Important in a job: that you can achieve something 
",v82 Important in a job: that you can achieve something,v110 Important in a job: that you can achieve something,V82 Job: A job in which you feel you can achieve something,v93 Important in job: You can achieve something, , 
003_019,C019,"Important in a job: a responsible job 
",v83 Important in a job: a responsible job,v111 Important in a job: a responsible job,V83 Job: A responsible job,v94 Important in job: A responsible job, , 
003_020,C020,"Important in a job: a job that is interesting 
",v84 Important in a job: a job that is interesting,v112 Important in a job: a job that is interesting,V84 Job: A job that is interesting,v95 Important in job: A job that is interesting, , 
003_021,C021,"Important in a job: a job that meets one´s abilities 
",v85 Important in a job: a job that meets one´s abilities,v113 Important in a job: a job that meets one´s abilities,V85 Job: A job that meets one's abilities,v96 Important in job: A job that meets one´s abilities, , 
003_022,C022,"Important in a job: pleasant people to work with 
", ,v100 Important in a job: pleasant people to work with, , , , 
003_023,C023,"Important in a job: good chances for promotion 
", ,v103 Important in a job: good chances for promotion, , , , 
003_024,C024,"Important in a job: a useful job for society 
", ,v107 Important in a job: a useful job for society, , , , 
003_025,C025,"Important in a job: meeting people 
", ,v109 Important in a job: meeting people, , , , 
003_028,C028,"Important in a job: none of these 
", ,v114 Important in a job: none of these, , , , 
003_031,C031,"Degree of pride in your work 
", ,v115 Degree of pride in your work, , , , 
003_033,C033,"Job satisfaction 
", ,v116 Job satisfaction, , , , 
003_034,C034,"Freedom decision taking in job 
", ,v117 Freedom decision taking in job, , , , 
003_036,C036,"To develop talents you need to have a job 
", , , ,v97 To develop talents you need to have a job,V50 To develop talents you need to have a job, 
003_037,C037,"Humiliating to receive money without having to work for it 
", , , ,v98 It´s humiliating to receive money without having to work for it,V51 It´s humiliating to receive money without having to work for, 
003_038,C038,"People who don´t work turn lazy 
", , , ,v99 People who don´t work turn lazy,V52 People who don´t work turn lazy, 
003_039,C039,"Work is a duty towards society 
", , , ,v100 Work is a duty towards society,V53 Work is a duty towards society, 
003_040,C040,"People should not have to work if they don´t want to 
", , , ,v101 Not  work if they don´t want to, , 
003_041,C041,"Work should come first even if it means less spare time 
", , , ,v102 Work should always come first,V54 Work should always come first even if it means less spare ti, 
003_042,C042B1,"Why people work: work is like a business transaction 
", ,v118 Why people work: work is like a business transaction, , , , 
003_043,C042B2,"Why people work: I do the best I can regardless of pay 
", ,v119 Why people work: I do the best I can regardless of pay, , , , 
003_044,C042B3,"Why people work: I wouldn’t work if I didn’t have to 
", ,v120 Why people work: I wouldn’t work if I didn’t have to, , , , 
003_045,C042B4,"Why people work: I wouldn´t work if work interfered my life 
", ,v121 Why people work: I wouldn´t work if work interfered my life, , , , 
003_046,C042B5,"Why people work: work most important in my life 
", ,v122 Why people work: work most important in my life, , , , 
003_047,C042B6,"Why people work: I never had a paid job 
", ,v123 Why people work: I never had a paid job, , , , 
003_048,C042B7,"Why people work: don’t know 
", ,v124 Why people work: don’t know, , , , 
003_059,C059,"Fairness: One secretary is paid more 
",v86 Fairness: One secretary is paid more,v125 Fairness: One secretary is paid more,V86 Efficient secretary is paid more,v103 One secretary is paid more,V115 One secretary is paid more, 
003_060,C060,"How business and industry should be managed 
",v87 How business and industry should be managed,v126 How business and industry should be managed,V87 How business and industry should be managed,v104 How business should be managed, , 
003_061,C061,"Following instructions at work 
",v88 Following instructions at work,v127 Following instructions at work,v88 Following instructions at work,v105 Following instructions at work, , 
003_062,C062,"Work: until satisfied with results 
", , ,V67 Work: I almost always continue to work on a task until I am satisfied with the result, , , 
003_063,C063,"Work: accomplish personal goals 
", , ,V68 Work: I feel disappointed in myself when I don't accomplish my personal goals, , , 
003_064,C064,"Work: stay up late to finish 
", , ,V69 Work: I like work so much that I often stay up late at night to finish it, , , 
004,,"Family 
", , , ,,, 
004_001,D001,"How much do you trust your family 
", ,v340 How much do you trust your family, , , , 
004_002,D001_B,"How much you trust: Your family (B) 
", , , , ,V125 How much do you trust your family,V102 How much you trust: Your family
004_003,D002,"Satisfaction with home life 
", ,v180 Satisfaction with home life, , , , 
004_004,D003,"Sharing with partner: attitudes towards religion 
", ,v183 Sharing with partner: attitudes towards religion, , , , 
004_005,D004,"Sharing with partner: moral standards 
", ,v184 Sharing with partner: moral standards, , , , 
004_006,D005,"Sharing with partner: social attitudes 
", ,v185 Sharing with partner: social attitudes, , , , 
004_007,D006,"Sharing with partner: political views 
", ,v186 Sharing with partner: political views, , , , 
004_008,D007,"Sharing with partner: sexual attitudes 
", ,v187 Sharing with partner: sexual attitudes, , , , 
004_009,D008,"Sharing with partner: no sharing attitudes 
", ,v188 Sharing with partner: no sharing attitudes, , , , 
004_010,D009,"Sharing with partner: don´t know or missing 
", ,v189 Sharing with partner: don´t know or missing, , , , 
004_011,D010,"Sharing with parents: attitudes towards religion 
", ,v190 Sharing with parents: attitudes towards religion, , , , 
004_012,D011,"Sharing with parents: moral standards´ 
", ,v191 Sharing with parents: moral standards´, , , , 
004_013,D012,"Sharing with parents: social attitudes 
", ,v192 Sharing with parents: social attitudes, , , , 
004_014,D013,"Sharing with parents: political views 
", ,v193 Sharing with parents: political views, , , , 
004_015,D014,"Sharing with parents: sexual attitudes 
", ,v194 Sharing with parents: sexual attitudes, , , , 
004_016,D015,"Sharing with parents: no sharing attitudes 
", ,v195 Sharing with parents: no sharing attitudes, , , , 
004_017,D016,"Sharing with parents: don´t know or missing 
", ,v196 Sharing with parents: don´t know or missing, , , , 
004_018,D017,"Ideal number of children 
",v91 Ideal number of children,v213 Ideal number of children,V91 Ideal number children,v108 Ideal size of the family, , 
004_019,D018,"Child needs a home with father and mother 
",v92 Child needs a home with father and mother,v214 Child needs a home with father and mother,V92 Child needs both parents,v109 Child needs a home with father and mother,V57 Child needs a home with father and mother, 
004_020,D019,"A woman has to have children to be fulfilled 
",v93 A woman has to have children to be fulfilled,v215 A woman has to have children to be fulfilled,V93 Woman needs children,v110 Woman has to have children, , 
004_023,D022,"Marriage is an out-dated institution 
",v94 Marriage is an out-dated institution,v216 Marriage is an out-dated institution,V94 Marriage is outdated,v111 Marriage is an out-dated institution,V58 Marriage is an out-dated institution, 
004_024,D023,"Woman as a single parent 
",v96 Woman as a single parent,v217 Woman as a single parent,V96 Woman as single parent,v112 Woman as a single parent,V59 Woman as a single parent, 
004_025,D024,"Enjoy sexual freedom 
",v95 Enjoy sexual freedom,v197 Enjoy sexual freedom,V95 Enjoy sexual freedom, , , 
004_026,D025,"If only one child allowed: boy or girl 
", , ,v97 If only one child allowed: boy or girl, , , 
004_028,D027,"Important for succesful marriage: Faithfulness 
", ,v198 Important for succesful marriage: Faithfulness, , , , 
004_029,D028,"Important for succesful marriage: Adequate income 
", ,v199 Important for succesful marriage: Adequate income, , , , 
004_030,D029,"Important for succesful marriage: Same social background 
", ,v200 Important for succesful marriage: Same social background, , , , 
004_031,D030,"Important for succesful marriage: Respect and appreciation 
", ,v201 Important for succesful marriage: Respect and appreciation, , , , 
004_032,D031,"Important for succesful marriage: Religious beliefs 
", ,v202 Important for succesful marriage: Religious beliefs, , , , 
004_033,D032,"Important for succesful marriage: Good housing 
", ,v203 Important for succesful marriage: Good housing, , , , 
004_034,D033,"Important for succesful marriage: Agreement on politics 
", ,v204 Important for succesful marriage: Agreement on politics, , , , 
004_035,D034,"Important in succesful marriage: Understanding and tolerance 
", ,v205 Important in succesful marriage: Understanding and tolerance, , , , 
004_036,D035,"Important for succesful marriage: Apart from in-laws 
", ,v206 Important for succesful marriage: Apart from in-laws, , , , 
004_037,D036,"Important for succesful marriage: Happy sexual relationship 
", ,v207 Important for succesful marriage: Happy sexual relationship, , , , 
004_038,D037,"Important for succesful marriage: Sharing household chores 
", ,v208 Important for succesful marriage: Sharing household chores, , , , 
004_039,D038,"Important for succesful marriage: Children 
", ,v209 Important for succesful marriage: Children, , , , 
004_044,D043,"Important for succesful marriage: Tastes and interests in common 
", ,v210 Important for succesful marriage: Tastes and interests in common, , , , 
004_056,D054,"One of main goals in life has been to make my parents proud 
", , ,V70 Work: One of my main goals in life has been to make my parents proud,v113 Parents proud me,V64 One of main goals in life has been to make my parents proud,V49 One of my main goals in life has been to make my parents proud
004_057,D055,"Make effort to live up to what my friends expect 
", , ,V71 Work: I make a lot of effort to live up to what my friends expect,v114 Live up to what my friends expect,V66 Live up to what my friends expect, 
004_058,D056,"Relationship working mother 
", ,v218 Relationship working mother,V98 A working mother can establish just as warm and secure a relationship with her children as a mother who does not work,v115 A working mother relationship, , 
004_059,D057,"Being a housewife just as fulfilling 
", ,v221 Being a housewife just as fulfilling,V99 Being a housewife is just as fulfilling as working for pay,v116 Being a housewife fulfilling,V60 Being a housewife fulfilling,V54 Being a housewife is just as fulfilling as working for pay
004_060,D058,"Husband and wife should both contribute to income 
", ,v223 Husband and wife should both contribute to income,V100 Both the husband and wife should contribute to household income,v117 Husband and wife should contribute, , 
004_061,D059,"Men make better political leaders than women do 
", , ,"V101 On the whole, men make better political leaders than women do",v118 Men make better political leaders,V61 Men make better political leaders,"V51 On the whole, men make better political leaders than women do"
004_062,D060,"University is more important for a boy than for a girl 
", , ,V103 A university education is more important for a boy than for a girl,v119 University is more important for a boy,V62 University is more important for a boy,V52 A university education is more important for a boy than for a girl
004_063,D061,"Pre-school child suffers with working mother 
", ,v219 Pre-school child suffers with working mother, , , ,"V50 When a mother works for pay, the children suffer"
004_064,D062,"Women want a home and children 
", ,v220 Women want a home and children, , , , 
004_065,D063,"Job best way for women to be independent 
", ,v222 Job best way for women to be independent, , , , 
004_065_001,D063_B,"Job best way for women to be independent (b) 
", , , , , ,V48 Having a job is the best way for a woman to be an independent person.
004_068,D066,"Problem if women have more income than husband 
", , ,"V102 If a women earns more money than her husband, it's almost certain to cause problems", , , 
004_068_001,D066_B,"Problem if women have more income than husband (B) 
", , , , , ,"V47 If a woman earns more money than her husband, it's almost certain to cause problems"
004_069,D067,"Traits in a woman: Woman wearing weil 
", , , ,iv81 Woman: wearing weil, , 
004_070,D068,"Traits in a woman: Woman good mother 
", , , ,iv82 Woman: good mother, , 
004_071,D069,"Traits in a woman: Woman good wife 
", , , ,iv83 Woman: good wife, , 
004_072,D070,"Traits in a woman: Woman religious 
", , , ,iv84 Woman: religious, , 
004_073,D071,"Traits in a woman: Woman educated 
", , , ,iv85 Woman: educated, , 
004_074,D072,"Traits in a woman: Woman being independent 
", , , ,iv88 Woman: being independent, , 
004_075,D073,"Traits in a woman: Woman having work outside home 
", , , ,iv89 Woman: having work outside the home, , 
004_076,D074,"Traits in a woman: Woman maintaining her family 
", , , ,iv90 Woman: maintaining her family, , 
004_077,D075,"Traits in a woman: Woman being sociable 
", , , ,iv91 Woman: being sociable, , 
004_078,D076,"More than one wife 
", , , ,iv86 More than one wife, , 
004_079,D077,"Wife must obey 
", , , ,iv87 Wife must obey, , 
004_080,D078,"Men make better business executives than women do 
", , , , ,V63 Men make better business executives than women do,"V53 On the whole, men make better  business executives than women do"
004_081,D079,"I seek to be myself rather than to follow others 
", , , , ,V65 I seek to be myself rather than to follow others, 
004_082,D080,"I decide my goals in life by myself 
", , , , ,V67 I decide my goals in life by myself, 
005,,"Politics and Society 
", , , ,,, 
005_001,E001,"Aims of country: first choice 
", ,v257 Aims of country: first choice,V104 Aims of country: first choice,v120 Aims of country: First choice,V69 Aims of country: first choice,V60 Aims of country: first choice
005_001_001,E001_HK,"Aims of country: first choice (HK) 
", , , , ,V69_HK Aims of country: first choice (Hong-Kong), 
005_002,E002,"Aims of country: second choice 
", ,v258 Aims of country: second choice,v105 Aims of country: second choice,v121 Aims of country: Second choice,V70 Aims of country: second choice,V61 Aims of country: second choice
005_002_001,E002_HK,"Aims of country: second choice (HK) 
", , , , ,V70_HK Aims of country: second choice (Hong-Kong), 
005_003,E003,"Aims of respondent: first choice 
",v106 Aims of respondent: first choice,v259 Aims of respondent: first choice,v106 Aims of respondent: first choice,v122 Aims of respondent: First choice,V71 Aims of respondent: first choice,V62 Aims of respondent: first choice
005_004,E004,"Aims of respondent: second choice 
",v107 Aims of respondent: second choice,v260 Aims of respondent: second choice,v107 Aims of respondent: second choice,v123 Aims of respondent: Second choice,V72 Aims of respondent: second choice,V63 Aims of respondent: second choice
005_005,E005,"Most important: first choice 
", ,v261 Most important: first choice,v108 Most important: first choice,v124 Most important: First choice,V73 Most important: first choice,V64 Most important: first choice
005_005_001,E005_HK,"Most important: second choice (HK) 
", , , , ,V74_HK Most important: second choice (Hong-Kong), 
005_006,E006,"Most important: second choice 
", ,v262 Most important: second choice,v109 Most important: second choice,v125 Most important: Second choice,V74 Most important: second choice,V65 Most important: second choice
005_006_001,E006_HK,"Most important: first choice (HK) 
", , , , ,V73_HK Most important: first choice (Hong-Kong), 
005_007,E007,"National goals: Maintaining order in the nation 
", , ,V237A National goals: Maintain order in the nation, , , 
005_008,E008,"National goals: Giving people more say 
", , ,V237B National goals: Giving people more say in important government decisions, , , 
005_009,E009,"National goals: Fighting rising prices 
", , ,V237C National goals: Fighting rising prices, , , 
005_010,E010,"National goals: free speech 
", , ,V237D National goals: Protecting freedom of speech, , , 
005_012,E012,"Willingness to fight for country 
",v110 Willingness to fight for country,v263 Willingness to fight for country,v110 Willing to fight in war,v126 Be willing to fight for your country,V75 Be willing to fight in war for your country,V66 Willingness to fight for your country
005_014,E014,"Future changes: Less emphasis on money and material possessions 
",v111 Future changes: Less emphasis on money and material possessions,v264 Future changes: Less emphasis on money and material possessions,V111 Future: Less emphasis on money and material possessions,v127 Less emphasis on money, , 
005_015,E015,"Future changes: Less importance placed on work 
",v112 Future changes: Less importance placed on work,v265 Future changes: Less importance placed on work,V112 Future: Less importance placed on work in our lives,v128 Less importance placed on work,V76 Less importance placed on work,V67 Future changes: Less importance placed on work in our lives
005_016,E016,"Future changes: More emphasis on technology 
",v113 Future changes: More emphasis on technology,v266 Future changes: More emphasis on technology,V113 Future: More emphasis on the development of technology,v129 More emphasis on technology,V77 More emphasis on technology,V68 Future changes: More emphasis on the development of  technology
005_017,E017,"Future changes: More emphasis on individual 
", ,v267 Future changes: More emphasis on individual, , , , 
005_018,E018,"Future changes: Greater respect for authority 
",v114 Future changes: Greater respect for authority,v268 Future changes: Greater respect for authority,V114 Future: Greater respect for authority,v130 Greater respect for authority,V78 Greater respect for authority,V69 Future changes: Greater respect for authority
005_019,E019,"Future changes: More emphasis on family life 
",v115 Future changes: More emphasis on family life,v269 Future changes: More emphasis on family life,V115 Future: More emphasis on family life,v131 More emphasis on family life,V79 More emphasis on family life, 
005_020,E020,"Future changes: A simple and more natural lifestyle 
", ,v270 Future changes: A simple and more natural lifestyle, , , , 
005_022,E022,"Opinion about scientific advances 
",v116 Opinion about scientific advances,v271 Opinion about scientific advances,"V116 In the long run, do you think the scientific advances we are making will help or harm mankind",v132 Opinion about scientific advance,V90 Opinion about scientific advance, 
005_023,E023,"Interest in politics 
",v117 Interest in politics,v241 Interest in politics,V117 How interested would you say you are in politics,v133 Interested in politics,V95 Interested in politics,V84 Interest in politics
005_025,E025,"Political action: signing a petition 
",v118 Political action: signing a petition,v242 Political action: signing a petition,V118 Political Particicpation: Signing a petition,v134 Signing a petition,V96 Political action: signing a petition,V85 Political action: Signing a petition
005_026,E025B,"Political action recently done: signing a petition 
", , , , ,V100 Political action recently done: signing a petition,V90 Political action recently done: Signing a petition
005_027,E026,"Political action: joining in boycotts 
",v119 Political action: joining in boycotts,v243 Political action: joining in boycotts,V119 Political Participation: Joining in boycotts,v135 Joining in boycotts,V97 Political action: joining in boycotts,V86 Political action: Joining in boycotts
005_028,E026B,"Political action recently done: joining in boycotts 
", , , , ,V101 Political action recently done: joining in boycotts,V91 Political action recently done: Joining in boycotts
005_029,E027,"Political action: attending lawful/peaceful demonstrations 
",v120 Political action: attending lawful/peaceful demonstrations,v244 Political action: attending lawful/peaceful demonstrations,V120 Political Participation: Attending lawful demonstrations,v136 Attending lawful demonstrations,V98 Political action: Attending peaceful demonstrations,V87 Political action: Attending peaceful demonstrations
005_030,E028,"Political action: joining unofficial strikes 
",v121 Political action: joining unofficial strikes,v245 Political action: joining unofficial strikes,V121 Political Participation: Joining unofficial strikes,v137 Joining unofficial strikes, ,V88 Political action: Joining strikes
005_031,E028B,"Political acition recently done: Joining strikes 
", , , , , ,V93 Political acition recently done: Joining strikes
005_032,E029,"Political action: occupying buildings or factories 
",v122 Political action: occupying buildings or factories,v246 Political action: occupying buildings or factories,V122 Political Participation: Occupying buildings or factories,v138 Occupying buildings, , 
005_035,E032,"Freedom or equality 
", ,v247 Freedom or equality, , , , 
005_036,E033,"Self positioning in political scale 
",v123 Self positioning in political scale,v248 Self positioning in political scale,V123 Left-Right self placement,v139 Political scale,V114 Self positioning in political scale,V95 Self positioning in political scale
005_037,E034,"Basic kinds of attitudes concerning society 
",v124 Basic kinds of attitudes concerning society,v249 Basic kinds of attitudes concerning society,V124 Modes of societal change,v140 Basic kinds of attitudes concerning society, , 
005_038,E035,"Income equality 
", ,v250 Income equality,v125 Income equality,v141 Incomes more equal,V116 Incomes more equal,V96 Income equality
005_039,E036,"Private vs state ownership of business 
", ,v251 Private vs state ownership of business,v126 Ownership of business,v142 Private ownership of business,V117 Private ownership of business,V97 Private vs state ownership of business
005_040,E037,"Government responsibility 
", ,v252 Government responsibility,V127 Responsibility to ensure that everyone is provided for,v143 Government more responsibility,V118 Government more responsibility,V98 Government responsibility
005_041,E038,"Job taking of the unemployed 
", ,v253 Job taking of the unemployed, , , , 
005_042,E039,"Competition good or harmful 
", ,v254 Competition good or harmful,V128 Competition is good or harmful,v144 Competition is good,V119 Competition is good,V99 Competition good or harmful
005_043,E040,"Hard work brings success 
", ,v255 Hard work brings success,V129 Hard work or luck bring a better life, ,V120 Hard work,V100 Hard work brings success
005_044,E041,"Wealth accumulation 
", ,v256 Wealth accumulation,V130 Wealth accumulation, ,V121 Wealth accumulation,V101 Wealth accumulation
005_048,E045,"Major changes in life 
", ,v323 Major changes in life,V131 Making changes cautiously or boldly, , , 
005_049,E046,"New and old ideas 
", ,v324 New and old ideas,V132 New vs old ideas,v145 New ideas are better than old ones, , 
005_050,E047,"Personal characteristics: Changes, worry or welcome possibility 
", ,"v325 Personal characteristics: Changes, worry or welcome possibility", , , , 
005_051,E048,"Personal characteristics: I usually count on being successful in everything I do 
", ,v326 Personal characteristics: I usually count on being successful in everything I do, , , , 
005_052,E049,"Personal characteristics: I enjoy convincing others of my opinion 
", ,v327 Personal characteristics: I enjoy convincing others of my opinion, , , , 
005_053,E050,"Personal characteristics: I serve as a model for others 
", ,v328 Personal characteristics: I serve as a model for others, , , , 
005_054,E051,"Personal characteristics: I am good at getting what I want 
", ,v329 Personal characteristics: I am good at getting what I want, , , , 
005_055,E052,"Personal characteristics: I own many things others envy me for 
", ,v330 Personal characteristics: I own many things others envy me for, , , , 
005_056,E053,"Personal characteristics: I like to assume responsibility 
", ,v331 Personal characteristics: I like to assume responsibility, , , , 
005_057,E054,"Personal characteristics: I am rarely unsure about how I should behave 
", ,v332 Personal characteristics: I am rarely unsure about how I should behave, , , , 
005_058,E055,"Personal characteristics: I often give others advice 
", ,v333 Personal characteristics: I often give others advice, , , , 
005_059,E056,"Personal characteristics: None of the above 
", ,v334 Personal characteristics: None of the above, , , , 
005_060,E057,"The economic system needs fundamental changes 
", ,v335 The economic system needs fundamental changes, , , , 
005_061,E058,"Our government should be made much more open to the public 
", ,v336 Our government should be made much more open to the public, , , , 
005_062,E059,"Allow more freedom for individuals 
", ,v337 Allow more freedom for individuals, , , , 
005_063,E060,"I could do nothing about an unjust law 
", ,v338 I could do nothing about an unjust law, , , , 
005_064,E061,"Political reform is moving too rapidly 
", ,v339 Political reform is moving too rapidly, , , , 
005_065,E062,"Importation of goods 
", , ,V133 Import goods or strictly limite foreign goods, , , 
005_066,E063,"Current society: Egalitarian vs. competitive society 
", , , ,v145a Egalitarian vs. Competitive society, , 
005_067,E064,"Current society: Extensive welfare vs. low taxes 
", , , ,v145b Extensive Welfare vs. Low Taxes, , 
005_068,E065,"Current society: Regulated vs. responsible society 
", , , ,v145c Regulated vs. Responsible society, , 
005_069,E066,"Society aimed:  egalitarian vs. competitive 
", , , ,v145d Should: Egalitarian vs. Competitive, , 
005_070,E067,"Society aimed: extensive welfare vs. low taxes 
", , , ,v145e Should: Extensive welfare or Low taxes, , 
005_071,E068,"Society aimed: regulated vs. responsible society 
", , , ,v145f Should: Regulated - Responsible, , 
005_072_001,E069_01,"Confidence: Churches 
",v135 Confidence: Churches,v272 Confidence: Churches,V135 Confidence:The churches,v147 Confidence: churches,V131 Confidence: Churches,V108 Confidence: The Churches
