EVS LdF 1981-2008 Variable name (ZA4804),EVS LdF 1981-2008 variable label (ZA4804),EVS 1981             ,EVS 1990        ,EVS 1999  ,EVS 2008 ,Thematic categories
E069_03,Confidence: Education System,v540,q547c,v202,v207,Politics and Society
E069_04,Confidence: The Press,v542,q549e,v203,v208,Politics and Society
E069_05,Confidence: Labour Unions,v543,q550f,v204,v209,Politics and Society
E069_06,Confidence: The Police,v544,q551g,v205,v210,Politics and Society
E069_07,Confidence: Parliament,v545,q552h,v206,v211,Politics and Society
E069_08,Confidence: The Civil Services,v546,q553i,v207,v212,Politics and Society
E069_09,Confidence: Social Security System,,q555k,v208,v213,Politics and Society
E069_11,Confidence: The Government,,,,v222,Politics and Society
E069_12,Confidence: The Political Parties,,,,v221,Politics and Society
E069_13,Confidence: Major Companies,v547,q554j,o27,v219,Politics and Society
E069_14,Confidence in: environmental organizations,,,,v220,Politics and Society
E069_16,Confidence: Health Care System,,,v211,v217,Politics and Society
E069_17,Confidence: Justice System,v541,q548d,v212,v218,Politics and Society
E069_18,Confidence: The European Union,,q556l,v209,v214,Politics and Society
E069_19,Confidence: NATO,,q557m,o26,v215,Politics and Society
E069_20,Confidence: The United Nations,,,v210,v216,Politics and Society
E104,Approval: Ecology movement or nature protection,,q559a,,,Politics and Society
E105,Approval: Anti-nuclear energy movement,,q560b,,,Politics and Society
E106,Approval: Disarmament movement,,q561c,,,Politics and Society
E107,Approval: Human rights movement,,q562d,,,Politics and Society
E108,Approval: Women’s movement,,q563e,,,Politics and Society
E109,Approval: Anti-apartheid movement,,q564f,,,Politics and Society
E110,Satisfaction with the way democracy develops,,,v213,v223,Politics and Society
E111,Rate political system for governing country,,,v214,v224,Politics and Society
E112,Rate political system as it was before,,,v215,,Politics and Society
E114,Political system: Having a strong leader,,,v216,v225,Politics and Society
E115,Political system: Having experts make decisions,,,v217,v226,Politics and Society
E116,Political system: Having the army rule,,,v218,v227,Politics and Society
E117,Political system: Having a democratic political system,,,v219,v228,Politics and Society
E118,Firm party leader vs. Cooperating party leader,,,o31,,Politics and Society
E119,Government order vs. freedom,,,o32,,Politics and Society
E120,"In democracy, the economic system runs badly",,,v221,v230,Politics and Society
E121,Democracies are indecisive and have too much squabbling,,,v222,v231,Politics and Society
E122,Democracies aren´t good at maintaining order,,,v223,v232,Politics and Society
E123,Democracy may have problems but is better,,,v220,v229,Politics and Society
E124,Respect for individual human rights nowadays,,,v224,,Politics and Society
E125,Satisfaction with the people in national office,,,v218_se,,Politics and Society
E129,Economic aid to poorer countries,,,v217_se ,,Politics and Society
E135,Who should decide: international peacekeeping,,,v212_se,,Politics and Society
E136,Who should decide: protection of the environment,,,v213_se,,Politics and Society
E137,Who should decide: aid to developing countries,,,v214_se,,Politics and Society
E138,Who should decide: refugees,,,v215_se,,Politics and Society
E139,Who should decide: human rights,,,v216_se,,Politics and Society
E140,Country cannot solve environmental problems by itself,,,o28,,Politics and Society
E141,Country cannot solve crime problems by itself,,,o29,,Politics and Society
E142,Country cannot solve employment problems by itself,,,o30,,Politics and Society
E143,Immigrant policy,,,v258,v266,Politics and Society
E144,Living day to day because of uncertain future,v548,,o47,,Politics and Society
E145,Immigrants and their customs and traditions,,,v259,,Politics and Society
E146,Importance of eliminating big income inequalities,,,v260,,Politics and Society
E147,Importance of guaranteeing basic needs for all,,,v261,,Politics and Society
E148,Importance of recognizing people on their merits,,,v262,,Politics and Society
E149,Importance of equalizing chances for education,,,o48,,Politics and Society
E150,How often follows politics in the news,,,v263,v281,Politics and Society
E151,Give authorities information to help justice,,,v264,v282,Politics and Society
E152,Stick to own affairs,,,v265,v283,Politics and Society
E153,Feel concerned about: Immediate family,,,v266,v284,Politics and Society
E154,Feel concerned about: People in the neighbourhood,,,v267,v285,Politics and Society
E155,Feel concerned about: People in the region,,,v268,v286,Politics and Society
E156,Feel concerned about: Fellow countrymen,,,v269,v287,Politics and Society
E157,Feel concerned about: Europeans,,,v270,v288,Politics and Society
E158,Feel concerned about: Human kind,,,v271,v289,Politics and Society
E159,Feel concerned about: Elderly people,,,v272,v290,Politics and Society
E160,Feel concerned about: Unemployed people,,,v273,v291,Politics and Society
E161,Feel concerned about: Immigrants,,,v274,v292,Politics and Society
E162,Feel concerned about: Sick and disabled people,,,v275,v293,Politics and Society
E162_01,Feel concerned about: Poor children,,,,v294,Politics and Society
E163,Prepared to help immediate family,,,v276,,Politics and Society
E164,Prepared to help people in the neighbourhood,,,v277,,Politics and Society
E165,Prepared to help elderly people,,,v278,,Politics and Society
E166,Prepared to help immigrants,,,v279,,Politics and Society
E167,Prepared to help sick and disabled people,,,v280,,Politics and Society
E168,Reason to help: Moral duty to help elderly people,,,v281,,Politics and Society
E169,Reason to help: Sympathise with old people,,,v282,,Politics and Society
E170,Reason to help: In the interest of society,,,v283,,Politics and Society
E171,Reason to help: Own interest,,,v284,,Politics and Society
E172,Reason to help: Do something in return for old people,,,v285,,Politics and Society
E173,Reason to help: Moral duty to help immigrants,,,v286,,Politics and Society
E174,Reason to help: Sympathise with immigrants,,,v287,,Politics and Society
E175,Reason to help: In the interest of society,,,v288,,Politics and Society
E176,Reason to help: Own interest,,,v289,,Politics and Society
E177,Reason to help: Do something in return for immigrants,,,v290,,Politics and Society
E178,Close to any particular party,v531,,,,Politics and Society
E178_01,Would you vote at a general election tomorrow,,,,v263,Politics and Society
E179,Which political party would you vote for: First choice (EVS),v532,q674a,v256,v264,Politics and Society
E179_01,Which political party would you vote for - left/right scale,,,,v264_LR,Politics and Society
E179_F,Flag variable: which political party would you vote for,,f674a,,,Politics and Society
E180,Which political party would you vote for: Second choice (EVS),,q676b,,,Politics and Society
E181,"If don´t know, which party appeals to you most",,q678c,v257,v265,Politics and Society
E181_01,Which political party appeals to you most - left/right scale,,,,v265_LR,Politics and Society
E183,Are you close to this party,v533,,,,Politics and Society
E187,Regularly read a daily newspaper,v140,,,,Politics and Society
E188,Frequency watches TV,v141,,,,Politics and Society
E189,TV most important entertainment,,,v99_se,,Politics and Society
E190,Why are there people living in need: first,,q246a,v69,v67,Politics and Society
E191,Why are there people living in need: second,,q247b,v70,v68,Politics and Society
E191_F,Flag variable: why do people live in need - most/second important,,f246a,f69,f67,Politics and Society
E197,Opinion on terrorism,v537,,,v267,Politics and Society
F001,Thinking about meaning and purpose of life,v253,q322,o6,,Religion and Morale
F002,Feeling that life is meaningless,v254,,,,Religion and Morale
F003,Thinking about death,v255,q323,,,Religion and Morale
F004,Life is meaningful because God exits,,q324a,,,Religion and Morale
F005,Try to get the best out of life,,q325b,,,Religion and Morale
F006,Death is inevitable,,q326c,,,Religion and Morale
F007,Death has meaning if you believe in God,,q327d,,,Religion and Morale
F008,Death is a natural resting point,,q328e,,,Religion and Morale
F009,Sorrow has meaning if you believe in God,,q329f,,,Religion and Morale
F010,Life has no meaning,,q330g,,,Religion and Morale
F011,Is there good and evil in everyone,v256,,,,Religion and Morale
F012,Do you ever regret having done something,v257,,,,Religion and Morale
F014,Worth risking life for: my country,v259,,,,Religion and Morale
F015,Worth risking life for: another’s life,v260,,,,Religion and Morale
F016,Worth risking life for: justice,v261,,,,Religion and Morale
F017,Worth risking life for: freedom,v262,,,,Religion and Morale
F018,Worth risking life for: peace,v263,,,,Religion and Morale
F019,Worth risking life for: religion,v264,,,,Religion and Morale
F020,Worth risking life for: other,v265,,,,Religion and Morale
F021,Worth risking life for: don’t know,v266,,,,Religion and Morale
F022,Statement: good and evil,v269,q331,v100,,Religion and Morale
F022_01,"Statement: good/evil, clear/no clear guidelines",,,,v104,Religion and Morale
F023,Statement: religion and truth,v270,,,,Religion and Morale
F024,Belong to religious denomination,v271_01,q332a,v101,v105,Religion and Morale
F025,Religious denomination,v271,q333b,v102,v106,Religion and Morale
F025_01,Which religious denomination (country specific),,,,v106_cs,Religion and Morale
F026,Former religious denomination,,,v103 v103r_gb,v107,Religion and Morale
F027,Which former religious denomination,,q334c,v104 v104r_gb,v108,Religion and Morale
F027_01,which former religious denomination (country specific),,,,v108_cs,Religion and Morale
F028,How often do you attend religious services,v272,q336,v105,v109,Religion and Morale
F029,Raised religiously,,q335,,,Religion and Morale
F030,Attendance religious services 12 years old,,,v106,v110,Religion and Morale
F031,Important: Religious service birth,,q337a,v107,v111,Religion and Morale
F032,Important: Religious service marriage,,q338b,v108,v112,Religion and Morale
F033,Important: Religious service death,,q339c,v109,v113,Religion and Morale
F034,Religious person,v273,q340,v110,v114,Religion and Morale
F035,Churches give answers: moral problems,v274,q341a,v111,v115,Religion and Morale
F036,Churches give answers: the problems of family life,v275,q342b,v112,v116,Religion and Morale
F037,Churches give answers: people´s spiritual needs,v276,q343c,v113,v117,Religion and Morale
F038,Churches give answers: the social problems,,q344d,v114,v118,Religion and Morale
F039,Importance of religion in the future,v277,,,,Religion and Morale
F040,Churches speak out on: disarmament,,q345a,,,Religion and Morale
F041,Churches speak out on: abortion,,q346b,,,Religion and Morale
F042,Churches speak out on: third world problems,,q347c,,,Religion and Morale
F043,Churches speak out on: extramarital affairs,,q348d,,,Religion and Morale
F044,Churches speak out on: unemployment,,q349e,,,Religion and Morale
F045,Churches speak out on: racial discrimination,,q350f,,,Religion and Morale
F046,Churches speak out on: euthanasia,,q351g,,,Religion and Morale
F047,Churches speak out on: homosexuality,,q352h,,,Religion and Morale
F048,Churches speak out on: ecology and environmental issues,,q353i,,,Religion and Morale
F049,Churches speak out on: government policy,,q354j,,,Religion and Morale
F050,Believe in: God,v308,q355a,v115,v119,Religion and Morale
F051,Believe in: life after death,v309,q356b,v116,v120,Religion and Morale
F052,Believe in: people have a soul,v310,q357c,,,Religion and Morale
F053,Believe in: hell,v312,q359e,v117,v121,Religion and Morale
F054,Believe in: heaven,v313,q360f,v118,v122,Religion and Morale
F055,Believe in: sin,v314,q361g,v119,v123,Religion and Morale
F056,Believe in: telepathy,,,v120,,Religion and Morale
F057,Believe in: re-incarnation,v315,q363i,v121,v124,Religion and Morale
F058,Believe in: angels,,,o8,,Religion and Morale
F059,Believe in: devil,v311,q358d,,,Religion and Morale
F060,Believe in: resurrection of the dead,,q362h,,,Religion and Morale
F061,Stick to religion vs. Explore different traditions,,,o7,,Religion and Morale
F062,Personal God vs. Spirit or Life Force,v316,q364,v122,v125,Religion and Morale
F062_01,Own way of connecting with the divine,,,,v126,Religion and Morale
F062_02,How spiritual are you,,,,v127,Religion and Morale
F062_03,Only one true religion or no religion offers any truths,,,,v128,Religion and Morale
F063,How important is God in your life,v317,q365,v123,v129,Religion and Morale
F064,Get comfort and strength from religion,v318,q367,v124,v130,Religion and Morale
F065,"Moments of prayer, meditation...",v319,q368,v125,v131,Religion and Morale
F066,Pray to God outside of religious services (I),,,v126,v132,Religion and Morale
F067,Pray to God outside of religious services (ii),,q369,v126_si,,Religion and Morale
F068,1st commandment applies for myself,v320,,,,Religion and Morale
F069,2nd commandment applies for myself,v321,,,,Religion and Morale
F070,3rd commandment applies for myself,v322,,,,Religion and Morale
F071,4th commandment applies for myself,v323,,,,Religion and Morale
F072,5th commandment applies for myself,v324,,,,Religion and Morale
F073,6th commandment applies for myself,v325,,,,Religion and Morale
F074,7th commandment applies for myself,v326,,,,Religion and Morale
F075,8th commandment applies for myself,v327,,,,Religion and Morale
F076,9th commandment applies for myself,v328,,,,Religion and Morale
F077,10th commandment applies for myself,v329,,,,Religion and Morale
F078,1st commandment applies to most people,v330,,,,Religion and Morale
F079,2nd commandment applies to most people,v331,,,,Religion and Morale
F080,3rd commandment applies to most people,v332,,,,Religion and Morale
F081,4th commandment applies to most people,v333,,,,Religion and Morale
F082,5th commandment applies to most people,v334,,,,Religion and Morale
F083,6th commandment applies to most people,v335,,,,Religion and Morale
F084,7th commandment applies to most people,v336,,,,Religion and Morale
F085,8th commandment applies to most people,v337,,,,Religion and Morale
F086,9th commandment applies to most people,v338,,,,Religion and Morale
F087,10th commandment applies to most people,v339,,,,Religion and Morale
F088,Felt in touch with someone far away,v340,,,,Religion and Morale
F089,Seen events that happened far away,v341,,,,Religion and Morale
F090,Felt in touch with someone dead,v342,,,,Religion and Morale
F091,Felt close to a powerful life force,v343,,,,Religion and Morale
F092,Experience altered outlook on life,v344,,,,Religion and Morale
F093,Relationship between your parents,v345,,,,Religion and Morale
F094,Relationship between you and your mother,v346,,,,Religion and Morale
F095,Relationship between you and your father,v347,,,,Religion and Morale
F096,How strict were your parents,v348,,,,Religion and Morale
F097,Believe in: supernatural forces,,,o9,,Religion and Morale
F098,Do you have a lucky charm,,,v127,,Religion and Morale
F099,Lucky charm protects,,,v128,v133,Religion and Morale
F100,Consult horoscope,,,o10,,Religion and Morale
F101,Taking horoscope into account in daily life,,,o11,,Religion and Morale
F102,Politicians who don´t believe in God are unfit for public office,,,v129,v134,Religion and Morale
F103,Religious leaders should not influence how people vote,,,v130,,Religion and Morale
F104,Better if more people with strong religious beliefs in public office,,,v131,,Religion and Morale
F105,Religious leaders should not influence government,,,v132,v135,Religion and Morale
F106,Nurse refusing legal abortion on religious grounds,,,o12,,Religion and Morale
F107,Time for prayer and meditation in all schools,,,o13,,Religion and Morale
F112,Prohibiting or allowing books that attack religion,,,o14,,Religion and Morale
F113,Church(es) influence on national politics,,,o15,,Religion and Morale
F114,Justifiable: claiming government benefits,v470,q565a,v225,v233,Religion and Morale
F115,Justifiable: avoiding a fare on public transport,v471,q567b,o33,v247,Religion and Morale
F116,Justifiable: cheating on taxes,v472,q569c,v226,v234,Religion and Morale
F117,Justifiable: someone accepting a bribe,v480,q620k,v231,v239,Religion and Morale
F118,Justifiable: homosexuality,v508,q622l,v232,v240,Religion and Morale
F119,Justifiable: prostitution,v509,q624m,o35,v248,Religion and Morale
F120,Justifiable: abortion,v510,q626n,v233,v241,Religion and Morale
F121,Justifiable: divorce,v511,q628o,v234,v242,Religion and Morale
F122,Justifiable: euthanasia,v513,q632q,v235,v243,Religion and Morale
F123,Justifiable: suicide,v514,q634r,v236,v244,Religion and Morale
F125,Justifiable: joyriding,v474,q573e,v227,v235,Religion and Morale
F126,Justifiable: taking soft drugs,v475,q575f,v228,v236,Religion and Morale
F127,Justifiable: lying,v477,q579h,v229,v237,Religion and Morale
F128,Justifiable: adultery,v478,q616i,v230,v238,Religion and Morale
F129,Justifiable: throwing away litter,,q644w,v237,,Religion and Morale
F130,Justifiable: driving under influence of alcohol,,q646x,v238,,Religion and Morale
F131,Justifiable: paying cash,,,v239,v245,Religion and Morale
F132,Justifiable: having casual sex,,,v240,v246,Religion and Morale
F133,Justifiable: smoking in public places,,,v241,,Religion and Morale
F134,Justifiable: speeding over the limit,,,v242,,Religion and Morale
F135,Justifiable: sex under the legal age of consent,v479,q618j,o34,,Religion and Morale
F136,Justifiable: political assassination,v518,q642v,o36,,Religion and Morale
F137,Justifiable: experiments with human embryos,,,o37,v249,Religion and Morale
F138,Justifiable: manipulation of food,,,o38,v250,Religion and Morale
F139,Justifiable: buy stolen goods,v473,q571d,,,Religion and Morale
F140,Justifiable: keeping money that you have found,v476,q577g,,,Religion and Morale
F141,Justifiable: fighting with the police,v512,q630p,,,Religion and Morale
F142,Justifiable: failing to report damage you’ve done accidentally to a parked vehicle,v515,q636s,,,Religion and Morale
F143,Justifiable: threatening workers who refuse to join a strike,v516,q638t,,,Religion and Morale
F144,Justifiable: killing in self-defence,v517,q640u,,,Religion and Morale
F144_01,Justifiable: invitro fertilization,,,,v251,Religion and Morale
F144_02,Justifiable: death penalty,,,,v252,Religion and Morale
F145,Compatriots do: claiming  state benefits,,,v243,,Religion and Morale
F146,Compatriots do: cheating on taxes,,,v244,,Religion and Morale
F147,Compatriots do: paying  in cash,,,v245,,Religion and Morale
F148,Compatriots do: taking soft drugs,,,v246,,Religion and Morale
F149,Compatriots do: throwing  away litter,,,v247,,Religion and Morale
F150,Compatriots do: speeding over the limit in build up areas,,,v248,,Religion and Morale
F151,Compatriots do: driving under the influence of alcohol,,,v249,,Religion and Morale
F152,Compatriots do: having  casual sex,,,v250,,Religion and Morale
F153,Compatriots do: avoiding a fare on public transport,,,o39,,Religion and Morale
F154,Compatriots do: lying in own interest,,,o40,,Religion and Morale
F155,Compatriots do: accepting a bribe,,,o41,,Religion and Morale
F156,How often do you drink alcohol,v519,,,,Religion and Morale
F157,Do you drink more or less than others,v520,,,,Religion and Morale
F158,How serious is illegal drug-taking,v521,,,,Religion and Morale
F159,How serious is alcoholism,v522,,,,Religion and Morale
F160,Stealing food punished less: young thief,,,o42,,Religion and Morale
F161,Stealing food punished less: poor thief,,,o43,,Religion and Morale
F163,Stealing food punished less: shop part of a supermarket chain,,,o44,,Religion and Morale
G001,Geographical groups belonging to first,v534,q648a,v251,v253,National Identity
G001_F,Flag variable: belong to geographic group - most/second,f534,f648a,,f253,National Identity
G001CS,Geographical groups belonging to first (country specific),v534_us,q648a_de,v251_mt,,National Identity
G001CS_F,Flag variable: belong to geographic group: most (6 answer categories) (country specific),,f648a_de,,,National Identity
G002,Geographical groups belonging to second,v535,q649b,v252,v254,National Identity
G002CS,Geographical groups belonging to second  (country specific),v535_us,q649b_de,v252_mt,,National Identity
G003,Geographical groups belonging to least of all,,,v253,,National Identity
G003CS,Geographical groups belonging to least of all (country specific),,,v253_mt,,National Identity
G005,Citizen of [country],,,v254,v255,National Identity
G006,How proud of nationality,v536,q650,v255,v256,National Identity
G007_01,Trust: Other people in country,,q672b,o45,,National Identity
G014,Opinion European union,,q673,o46,,National Identity
G033,Important: to have been born in [country],,,,v276,National Identity
G034,Important: to respect [country nationality] political institutions and laws,,,,v277,National Identity
G035,Important: to have [country nationality] ancestry,,,,v278,National Identity
G036,Important: to be able to speak [country language],,,,v279,National Identity
G037,Important: to have lived in [country] for a long time,,,,v280,National Identity
G038,Immigrants take away jobs from [nationality],,,,v268,National Identity
G039,Immigrants undermine countrys cultural life,,,,v269,National Identity
G040,Immigrants increase crime problems,,,,v270,National Identity
G041,Immigrants are a strain on welfare system,,,,v271,National Identity
G042,Immigrants will become a threat to society,,,,v272,National Identity
G043,Immigrants maintain own/take over customs,,,,v273,National Identity
G044,Immigrants living in your country: feels like a stranger,,,,v274,National Identity
G045,Immigrants living in your country: there are too many,,,,v275,National Identity
G046,EU fears: loss of social security,,,,v257,National Identity
G047,EU fears: lose national identity/culture,,,,v258,National Identity
G048,EU fears: own country pays,,,,v259,National Identity
G049,EU fears: loss of power,,,,v260,National Identity
G050,EU fears: loss of jobs,,,,v261,National Identity
G051,European Union enlargement,,,,v262,National Identity
U001A,Experienced: death of own children,,,,v329a,Life experiences
U001B,Age experienced: death of own children,,,,v329b,Life experiences
U002A,Experienced: divorce of own children,,,,v330a,Life experiences
U002B,Age experienced: divorce of own children,,,,v330b,Life experiences
U003A,Experienced: divorce of parents,,,,v331a,Life experiences
U003B,Age experienced: divorce of parents,,,,v331b,Life experiences
U004A,Experienced: divorce of relative,,,,v332a,Life experiences
U004B,Age experienced: divorce of relative,,,,v332b,Life experiences
U005A,Experienced: death of father,,,,v333a,Life experiences
U005B,Age experienced: death of father,,,,v333b,Life experiences
U006A,Experienced: death of mother,,,,v334a,Life experiences
U006B,Age experienced: death of mother,,,,v334b,Life experiences
V001,Father born in [country],,,,v309,Respondent's parents
V001A,Fathers country of birth - ISO 3166-1 code,,,,v310b,Respondent's parents
V002,Mother born in [country],,,,v311,Respondent's parents
V002A,Mothers country of birth - ISO 3166-1 code,,,,v312b,Respondent's parents
V003,Lived with parents at the age of 14,,,,v354,Respondent's parents
V004A,Educational level father [mother]: ISCED-code one digit,,,,v355,Respondent's parents
V004B,Educational level father [mother]: ISCED-code two digits,,,,v355_2,Respondent's parents
V004C,Educational level father [mother]: ISCED-code three digits,,,,v355_3,Respondent's parents
V004D,Educational level father [mother]: Country specific,,,,v355_cs,Respondent's parents
V004E,Highest educational level attained father/mother (8 categories),,,,v355_4,Respondent's parents
V004R,Educational level father [mother] (recoded),,,,v355_r,Respondent's parents
V005,Father/mother employed at respondents age of 14,,,,v356,Respondent's parents
V006_2,Kind of job father/mother - 2 digit ISCO88 code,,,,v357_2,Respondent's parents
V006_3,Kind of job father/mother - 3 digit ISCO88 code,,,,v357_3,Respondent's parents
V006_4,Kind of job father/mother - 4 digit ISCO88 code,,,,v357ISCO,Respondent's parents
V007A,Occupational status father/mother - SIOPS,,,,v357SIOPS,Respondent's parents
V007B,Occupational status father/mother - ISEI,,,,v357ISEI,Respondent's parents
V007C,Occupational status father/mother - European ESeC,,,,v357ESeC,Respondent's parents
V007D,Occupational status father/mother - egp11,,,,v357egp,Respondent's parents
V008,Father/mother had how many employees,,,,v358,Respondent's parents
V009,Did father/mother supervise someone,,,,v359,Respondent's parents
V010,How many people did she/he supervise,,,,v359a,Respondent's parents
V011,Mother liked to read books,,,,v360,Respondent's parents
V012,Discussed politics with mother,,,,v361,Respondent's parents
V013,Mother liked to follow the news,,,,v362,Respondent's parents
V014,Parent(s) had problems making ends meet,,,,v363,Respondent's parents
V015,Father liked to read books,,,,v364,Respondent's parents
V016,Discussed politics with father,,,,v365,Respondent's parents
V017,Father liked to follow the news,,,,v366,Respondent's parents
V018,Parent(s) had problems replacing broken things,,,,v367,Respondent's parents
W001,Partner/spouse born in [country],,,,v342,Respondent's partner
W001A,Spouse/partners country of birth - ISO 3166-1code,,,,v343b,Respondent's partner
W002A,Educational level partner: ISCED-code one digit,,,,v344,Respondent's partner
W002B,Educational level partner: ISCED-code two digits,,,,v344_2,Respondent's partner
W002C,Educational level partner: ISCED-code three digits,,,,v344_3,Respondent's partner
W002D,Educational level partner: Country specific,,,,v344_cs,Respondent's partner
W002E,Highest educational level attained spouse partner (8 categories),,,,v344_4,Respondent's partner
W002R,Educational level partner (recoded),,,,v344_r,Respondent's partner
W003,Paid employment/no paid employment spouse/partner,,,,v345,Respondent's partner
W004,Employment/self-employment: last job,,,,v345a,Respondent's partner
W005_2,Kind of job spouse/partner - 2 digit ISCO88 code,,,,v346_2,Respondent's partner
W005_3,Kind of job spouse/partner - 3 digit ISCO88 code,,,,v346_3,Respondent's partner
W005_4,Kind of job spouse/partner - 4 digit ISCO88 code,,,,v346ISCO,Respondent's partner
W006A,Occupational status spouse/partner - SIOPS,,,,v346SIOPS,Respondent's partner
W006B,Occupational status spouse/partner - ISEI,,,,v346ISEI,Respondent's partner
W006C,Occupational status spouse/partner - European ESeC,,,,v346ESeC,Respondent's partner
W006D,Occupational status spouse/partner - egp11,,,,v346egp,Respondent's partner
W007,Spouse/partner had/has how many employees,,,,v347,Respondent's partner
W008,Does spouse/partner supervise someone,,,,v348,Respondent's partner
W009,How many people does she/he supervise,,,,v348a,Respondent's partner
W010,Spouse/partner experienced unemployment longer than 3 months,,,,v350,Respondent's partner
W011,Dependency on social security during last 5 years spouse/partner,,,,v352,Respondent's partner
X001,Sex,v567,q716,v291,v302,Socio demographics
X002,Year of birth,birthy,q717a,v292,v303,Socio demographics
X002_01,Having [countrys] nationality,,,,v304,Socio demographics
X002_01A,Respondents nationality - ISO 3166-1 code,,,,v305b,Socio demographics
X002_02,Respondent born in [country],,,,v306,Socio demographics
X002_02A,Respondents country of birth - ISO 3166-1 code,,,,v307b,Socio demographics
X002_03,Year in which respondent came to live in [country],,,,v308,Socio demographics
X003,Age,age,q719b,age,age,Socio demographics
X003R,Age recoded,age_r,q719b_r,age_r,age_r,Socio demographics
X003R2,Age recoded (3 intervals),age_r2,q719b_r2,age_r2,age_r2,Socio demographics
X004,Stable relationship,,,v293,v316,Socio demographics
X005,Legally married to partner,,,v294,,Socio demographics
X006,Stable relationship before,,,v295,v317,Socio demographics
X006_01,Married to this partner or in registered partnership,,,,v318,Socio demographics
X006_02,Lived with this partner before marriage/registration of partnership,,,,v319,Socio demographics
X007,Marital status,v355,q372,v296,v313,Socio demographics
X007_01,Lived with partner before marriage,,,,v314,Socio demographics
X007_02,Living with partner,,,,v315,Socio demographics
X008,Have you been married before,,q373a,,,Socio demographics
X009,Been divorced,,,v297,,Socio demographics
X009_01,End of relationship because of separation or partners death,,,,v320,Socio demographics
X011,How many children have you ever had,v448,q437,v298,,Socio demographics
X011_01,How many children do you have - deceased children not included,,,,v321,Socio demographics
X011_02,Year in which firstborn child was born,,,,v322,Socio demographics
X011A,Have you had any children,v447,,,,Socio demographics
X012,How many are still living at home,,q438,,,Socio demographics
X013,Number of people in household,v552,,,,Socio demographics
X014,Number of people in household of 18+,,,v299,,Socio demographics
X015,Number of people in household aged 13-17,,,v300,,Socio demographics
X016,Number of people in household aged 5-12,,,v301,,Socio demographics
X017,Number of people in household under age of 5,,,v302,,Socio demographics
X018,People in household aged 16-17: yes/no,v554,,,,Socio demographics
X019,People in household aged 11-15: yes/no,v555,,,,Socio demographics
X020,People in household aged 5-10: yes/no,v556,,,,Socio demographics
X021,People in household aged 1-4: yes/no,v557,,,,Socio demographics
X022,People in household under age of 1: yes/no,v558,,,,Socio demographics
X022_01,"Living in household: partner, husband or wife",,,,v323,Socio demographics
X022_02A,Living in household: children,,,,v324a,Socio demographics
X022_02B,Living in household: number of children,,,,v324b,Socio demographics
X022_03A,Living in household: parents,,,,v325a,Socio demographics
X022_03B,Living in household: number of parents,,,,v325b,Socio demographics
X022_04A,Living in household: grandparents,,,,v326a,Socio demographics
X022_04B,Living in household: number of grandparents,,,,v326b,Socio demographics
X022_05A,Living in household: relatives,,,,v327a,Socio demographics
X022_05B,Living in household: number of relatives,,,,v327b,Socio demographics
X022_06A,Living in household: non relatives,,,,v328a,Socio demographics
X022_06B,Living in household: number of non relatives,,,,v328b,Socio demographics
X023,What age did you complete your education,v551_r,q721,v303,v335,Socio demographics
X023R,What age did you complete your education (recoded in intervals),v551,q721_r,v303_r,v335_r,Socio demographics
X024,Had formal education,,,v304_se,,Socio demographics
X025,Highest educational level attained,,,v304,v336_4,Socio demographics
X025A,Educational level respondent: ISCED- code one digit,,,,v336,Socio demographics
X025B,Educational level respondent: ISCED-code two digits,,,,v336_2,Socio demographics
X025C,Educational level respondent: ISCED-code three digits,,,,v336_3,Socio demographics
X025CS,Educational level respondent: Country specific (EVS),,,v305_se,v336_cs,Socio demographics
X025R,Education level (recoded),,,v304_r,v336_r,Socio demographics
X026,Do you live with your parents,v559,q723,v305,,Socio demographics
X027,House or apartment,v549,,,,Socio demographics
X028,Employment status,v560,q724,v306,v337,Socio demographics
X028_01,Employment/self-employment: last job,,,,v338,Socio demographics
X029,Chief wage earner employed now,v561,,,,Socio demographics
X030,Do you own your home or rent it,v550,,,,Socio demographics
X031,Are you supervising someone,,,v307,v341,Socio demographics
X032,Number of supervised people,,,v308,,Socio demographics
X032R,Number of supervised people (recoded),,,v308_r,,Socio demographics
X032R_01,Number of supervised people (3 categories),,,,v341a,Socio demographics
X033,Number of others working in the organization,,,v309,,Socio demographics
X033R,Number of others working in the organization (recoded),,,v309_r,,Socio demographics
X034,Number of employees,,,v310,,Socio demographics
X034R,Number of employees (recoded),,,v310_r,,Socio demographics
X034R_01,Number of employees (4 categories)(recoded),,,v310_r2,v340,Socio demographics
X035_2,Job profession/industry (2 digit isco88),,,v311_2,v339_2,Socio demographics
X035_3,Job profession/industry (3 digit isco88),,,v311_3,v339_3,Socio demographics
X035_4,Job profession/industry (4 digit isco88),,,v311,v339ISCO,Socio demographics
X036,Profession/job,v562,q725,v312,,Socio demographics
X036A,Occupational status respondent - SIOPS (constructed),,,,v339SIOPS,Socio demographics
X036B,Occupational status respondent - ISEI (constructed),,,,v339ISEI,Socio demographics
X036C,Occupational status respondent - egp11 (constructed),,,,v339egp,Socio demographics
X036D,Occupational status respondent - European ESeC (constructed),,,,v339ESeC,Socio demographics
X037,How long unemployed,,,v314,,Socio demographics
X037_01,Respondent experienced unemployment longer than 3 months,,,,v349,Socio demographics
X037_02,Dependency on social security during last 5 years respondent,,,,v351,Socio demographics
